PID,Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Relationship,Digital URI,ILMS Identifier,ILMS URI,Creator/Contributor,Date,Location,Accession number
3005034,The Melbourne Athenaeum,"The Athenaeum, designed by Smith and Johnson, began life as the Mechanics Institute in 1839. In 1873 a public lending library was introduced and it still operates there today. The building was completed in 1886. It was converted into a cinema in 1924 when it premiered talking pictures in Australia. Today it is used for plays, musicals and every year it hosts the Melbourne International Comedy festival.",mp001774,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3005216,1693214,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1693214,"Winston, engraver.   Cooke, A. C. (Albert Charles), 1836-1902, artist.",1872-12-05,"""-37.81483841, 144.9672546"", 188 Collins",IAN05/12/72/240
628457,"Interior Views Of Plaza Theatre, Collins Street, Melbourne","Title assigned from inscriptions on envelopes. -- Undated but circa 1940s. -- Negative numbers inscribed in negatives: F957-2, F957-3, F957-4, F957-5, F957-8, F957-9, F957-10, F957-11, F957-12, F957-14, F957-15, F957-16, F957-17, F957-18, F957-19, F957-20",is003833,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/628600,2044462,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2044462,"Commercial Photographic Co., photographer.",1940/1949,,H2009.177/24
3079079,"Scotch College, Hawthorn","Part of Folding souvenir of Melbourne, 17 artistic, up-to-date views of public buildings (series no. 4) Title printed top of cover,  with The Oanco printed above the title. Also printed on cover is a Kookaburra sitting on a branch. -- Also printed top right of cover: One Penny will carry this anywhere in Commonwealth British Empire & Foreign Countries, le",pi006820,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Victorian state schools and students Series No. 4,http://api.slv.vic.gov.au/access_record/3080286,1807041,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1807041,,1920/1929,Hawthorn,H2008.12/120
364848,"Parliament House, Melbourne","Parliament House commenced construction in 1856, and was continually added to until 1929. This is one of AustraliaÃ¯Â¿Â½s premier 19th century buildings. Designed by government architect, Charles Pasley, the location was selected by colonial surveyor, Robert Hoddle, who placed it at the top of Bourke Street to overlook the city. The strong European influence is reflected in the Romanesque grand columns and Classical Greek sculptural reliefs. The original design also included a dome, but was cancelled due to cost. The building was used the Commonwealth Parliament from 1901-1927.",cc002019,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3080359,1805549,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1805549,,1872,"""-37.81125935, 144.9733765"", 110 Spring",H96.160/1700
3077630,"Flinders Street, Melbourne, Showing Fish Market Buildings","Melbourne Fish Market stood to the east of Flinders Street, built in 1890. It was an ornate building, featuring spires and a clock tower, and covering 23,000 square metres. It was demolished in 1956 for a car park in 1956, when Melbourne wanted to modernise its appearance in preparation for the 1956 Olympic Games.",a14331,image/jpg,"StillImage,Gelatin silver photographs",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078380,1720056,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1720056,,1887/1893,"""-37.821068, 144.955899"", 573 Flinders",H11709
368340,"Telegraph Office, William St., Melbourne Behind Customs Office","The Telegraph Office - The electric telegraph was established in 1854 in Melbourne, initially connecting to other parts of Victoria. In 1858 lines were connect interstate. This building, with pillars at front and arched door and windows was located on the corner of William and Little Bourke Street.",cc002597,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/369618,1810237,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1810237,"Nettleton, Charles, 1826-1902, photographer.",1867/1873,"""-37.818805, 144.95998"", 22 William St",H96.160/2753
2893027,"The Treasury, Melbourne 1854 ","Original frame removed from image, leaving damage to edges of paper, exposing fabric, possibly linen, backing. -- Signed in the stone lower left: S.T.G. -- Title and date inscribed lower right. -- Shows boxes (possibly of gold bullion?) being loaded on or",wp004888,image/jpg,"StillImage,Lithographs,Prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2894137,1739077,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1739077,"Gill, S. T. (Samuel Thomas), 1818-1880, lithographer.",1854,,H2296
3077644,"Manchester Unity Building, Melbourne","The Manchester Unity Building, designed by Marcus Barlow, was built in 1932 and was the tallest building in Melbourne at that time. Inspired by ChicagoÃ¯Â¿Â½s Tribune Tower, the Unity building was erected during the depression and employed workers around the clock. The 11 floors were added in just three months. Its prominent tower and graceful design makes it one of MelbourneÃ¯Â¿Â½s most elegant buildings.",pc002844,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078387,1769146,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1769146,,1933/1938,"""-37.815492, 144.966541"", NW cnr collins & swanston",H2000.222/25
932955,Melbourne Post Office And Post Office Club Hotel,"Individual images described beneath image. -- Date inscribed on note inside verso of album cover. -- The Nearest: Looking across street towards three storey corner building, Post Office Club written along roofline and above ground level -- Tradesmen's ent",pi011464,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/933427,2100310,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2100310,"Kent, Bob, 1909?- compiler.",1946,,H2010.120/2
499323,Looking East Along Flinders Street With Railway Bridge On Right,"Queens Wharf was the first wharf on the Yarra River, built in the early 1840s. It was located near Customs House and the Melbourne Fish Market, both in Flinders Street. The area was surrounded by swamps and mud and when the Yarra River flooded, water and mud would cover the wharf. The primitive conditions meant that boats would be tied to trees.  There were wharves on the north and south sides of the river, but by the 1950s the northern side was substantially filled in so the land could be reclaimed.",cr004012,image/jpg,"StillImage,Bird's-eye views,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/499524,1810745,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1810745,,1909/1914,"-37.81990051, 144.9589996, 455 Flinders street, Melbourne",H2008.105/16
3077677,"Premier Buildings, Collins Street, Melbourne, Vic.","At 230 Collins Street stood the Premier building, built in the 1880s. This five storey building was of classical design. Designed by Charles A D'Ebro, it includes small pediments and windows framed by columns. It was demolished in the 1950s.",pi004886,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078404,1793944,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1793944,"Darge, photographer.",1900/1920,"""-37.815800, 144.966313"", 230-231 Collins",H2004.89/21
3079089,"The Commonwealth Bank, Collins Street Melbourne","The Temperance & General Building was designed by A & K Henderson and built between 1929 and 1959. It was one of MelbourneÃ¯Â¿Â½s largest inter-war buildings, and the design has been used for many other T&G buildings around the world. The stepped tower is a feature of its early landmark qualities. Whilst the exterior has remained intact the interior has been remodelled, with new floors added. In the foyer is a mural by notable war artist Napier Waller.",pi006830,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Victorian state schools and students Series No. 4,http://api.slv.vic.gov.au/access_record/3080296,1807041,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1807041,,1920/1929,"""-37.817187, 144.9624"", 367 Collins",H2008.12/120
995856,"Collins Street, Melbourne",A view of Collins Street looking west across Swanston Street.,b22442,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/995927,1656004,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1656004,"Daintree, Richard, 1832-1878, photographer.   Fauchery, Antoine 1823-1861, photographer.",1858,"""-37.814973, 144.967492"", 182 Collins",H84.167/9
602169,"Paramount's Capitol Theatre, Swanston Street, Melbourne","The Capitol Theatre opened in 1924 and was designed by Walter Burley Griffin and Marion Mahony Griffin. The Capitol theatreÃ¯Â¿Â½s highlight is the art deco plaster ceiling, which contains hidden lights. Originally it operated as MelbourneÃ¯Â¿Â½s first picture palace. Despite demolition of the ground floor and stalls, the upper foyers and the front facade remain unharmed. In 1999, it was purchased by Royal Melbourne Institute of Technology, but it still operates as a public film and live performance venue.",is002208,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/602541,1832670,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1832670,"Griffin, Walter Burley, 1876-1937, architect   Commercial Photographic Co., photographer.   Peck & Kemter, architect",1937/1939,"""-37.81494904, 144.9659576"", 117 Swanston",H2009.21/64
761926,Entrance Buildings Melbourne Gaol,"The bluestone Melbourne Gaol on Russell Street was built in the mid 1800s and housed both male and female criminals. During its operation it housed many hardened criminals, as well as petty offenders, the mentally ill and the homeless. It was the site of over 130 hangings, including bushranger Ned Kelly in 1880. The last hanging occurred in 1924. The doors were finally closed in 1929 but did reopen briefly during the Second World War, when Australian soldiers who were absent without leave (AWOL) were imprisoned. Today it is a tourist attraction and is managed by the National Trust of Australia.",b29900,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/762957,1721723,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1721723,"Charlier, Jean Baptiste, fl. 1860-1863 photographer.",18558/1864,"""-37.807411, 144.964763"", 124 La Trobe",H36668
2795482,"Opera House, Bourke St., Melbourne","The Tivoli Arcade is all that is left of the original Tivoli Theatre, which suffered extensive fire damage in 1967. From 1914 through 1966, the Tivoli was one of MelbourneÃ¯Â¿Â½s most popular vaudeville theatres. Designed by William Pitt, it was originally named the New Opera House which showed the first motion picture in Australia. The venue subsequently hosted a plethora of international entertainers such as Houdini, WC Fields, Shirley Bassey and Chico Marx.",is007587,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2795662,2470564,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2470564,"Dubucand, Albert fl.1888-1893, compiler.",1885/1892,"""-37.81334305, 144.9663239"", 249 Bourke",H2001.60/20
293997,G. Gunnersen & Co. Building,Undated but circa 1910-1930. -- Photographer's name supplied with accompanying material. -- Inscribed on label adhered to plate: Norwegian illeg. -- Looking across street towards double storey corner building on the corner of William and Flinders Street,cr004928,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/294374,1805165,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1805165,"Jones, Albert, photographer.",1910/1930,,H2007.130/24
3079083,"Exhibition Buildings, Nicholson Street, Carlton","Part of Folding souvenir of Melbourne, 17 artistic, up-to-date views of public buildings (series no. 4) Title printed top of cover,  with The Oanco printed above the title. Also printed on cover is a Kookaburra sitting on a branch. -- Also printed top right of cover: One Penny will carry this anywhere in Commonwealth British Empire & Foreign Countries, le",pi006824,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Victorian state schools and students Series No. 4,http://api.slv.vic.gov.au/access_record/3080290,1807041,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1807041,,1920/1929,"Nicholson Street, Carlton",H2008.12/120
