Title,Description,Identifier,Format,Type,Access rights statement,Copyright Statement,Collection,Digital Uri,ILMS Identifier,ILMS URI,Creator,Date,Location,Physical format
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.24 , City of Melbourne [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Ingles Street, Boundary Road, Dudley Street, Dynon Road, Victoria Street, Chetwynd Street, Cowper Street, Blyth Street, Johnson Street, Lorimer Street.",bw2833,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176751/oai_set/api_map,1603238,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1603238,Melbourne and Metropolitan Board of Works.,1933/1950,"Melbourne, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.75 , Municiaplity of Camberwell [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Glen Iris Road, Lansell Crescent, Woodlands Avenue, Riversdale Road, Highfields Road, Lithgow Street, Dillon Grove.",bw2886,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176832/oai_set/api_map,1603596,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1603596,Melbourne and Metropolitan Board of Works.,1933/1950,"Camberwell, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.172 , Municipality of Footscray [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Map contours included., Sunbury Road, Irving Street, Williamstown Road, Somerville Road, Roberts Street, Stony Creek, Patrick Street.",bw3157,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2580617/oai_set/api_map,1602386,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1602386,Melbourne and Metropolitan Board of Works.,1929,"Footscray, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. [no.3 ], Portion of Brunswick [cartographic material].","Streets shown include Boundary Streets: Whitby Street, Cliff Street, Lygon Street, Holden Road, Holtom Street, Park Street, Fleming Street, Smith Street, Hunter Street.",bw9005,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/3348416/oai_set/api_map,1605471,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1605471,Melbourne and Metropolitan Board of Works.,1904,"Brunswick, Victoria",1 map.
"Melbourne and Metropolitan Board of Works detail plan, 1252, City of Melbourne [cartographic material].","Streets shown include Scotchmer Street, Michael Street, Falconer Street, Woodhead Street, Fergie Street, Alfred Crescent, Best Street, St Georges Road.",bw0234,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1581305/oai_set/api_map,1164401,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1164401,Melbourne and Metropolitan Board of Works,1904,"Fitzroy North, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 504, 506, 507, South Melbourne [cartographic material].","Streets shown include Moray Street North [Queensbridge Road], City Road, Hanna Street, Claredon Street, Clarke Street, Hanna Street, Whiteman Street.",bw0335,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730864/oai_set/api_map,1167362,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1167362,Melbourne and Metropolitan Board of Works,1895,"South Southbank, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 378, Municipality of Port Melbourne [cartographic material].","Streets shown include Sandbridge Avenue, The Bend, The Boulevard, Batman Road.",bw0311,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730945/oai_set/api_map,1169992,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1169992,Melbourne and Metropolitan Board of Works,1942,"Port Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 976, Prahran [cartographic material]","Streets shown include Kooyong Road, Malvern Road, Devorgilla Avenue, Irving Road.",bw0591,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1752743/oai_set/api_map,1184273,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184273,Melbourne and Metropolitan Board of Works,1901,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 250, Municipality of Footscray [cartographic material].","Streets shown include Barkly Street, Sunbury Road, Cross Street, Warleigh Street.",bw0862,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1802341/oai_set/api_map,1163140,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1163140,Melbourne and Metropolitan Board of Works,1915,"West Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1421, St. Kilda [cartographic material].","Streets shown include Hotham Street, Inkerman Street, Westbury Street, Sabastopol Street, Malakoff Street, Leslie Street, Prentice Street.",bw0914,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1807166/oai_set/api_map,1187022,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187022,Melbourne and Metropolitan Board of Works,1898,"St. Kilda, Victoria & St. Kilda East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1543, City of Hawthorn [cartographic material].","Streets shown include Camberwell Road, Gordon Street, Fritsch Road, Roseberry Street, Wolseley Street, Auburn Road.",bw1006,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825481/oai_set/api_map,1185714,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185714,Melbourne and Metropolitan Board of Works.,1903,"Hawthorn East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1772, Town of Malvern [cartographic material].","Streets shown include Elizabeth Street, Beamsley Street, Mayfield Avenue, Glenferrie Road.",bw1186,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826291/oai_set/api_map,1187929,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187929,Melbourne and Metropolitan Board of Works.,1907,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1873, Town of Brunswick [cartographic material].","Streets shown include Nicholson Street, Brunswick Road, Barkly Street, Truscott Street, St. Phillip Street.",bw1277,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1831015/oai_set/api_map,1178702,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1178702,Melbourne and Metropolitan Board of Works.,1904,"Brunswick East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2127, Town of Brighton [cartographic material].","Streets shown include St. Kilda Street, St. Kilda Esplanade, Park Street, Victoria Street, Wellington Street, Port Phillip Bay.",bw1542,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851031/oai_set/api_map,1197438,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197438,Melbourne and Metropolitan Board of Works,1907,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1993, Camberwell and Boroondara [cartographic material].","Streets shown include Monomeath Avenue, Alexandra Avenue, Canterbury Road, Wentworth Avenue.",bw1425,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852292/oai_set/api_map,1182323,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1182323,Melbourne and Metropolitan Board of Works.,1905,"Canterbury, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2347, Municipality of Coburg [cartographic material].","Streets shown include Urquhart Street, Bell Street, Merri Creek, Merribell Avenue, Nicholson Street.",bw1729,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1902584/oai_set/api_map,1198789,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198789,Melbourne and Metropolitan Board of Works,1929,"Coburg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2358, Borough of Coburg [cartographic material].","Streets shown include Berry Street, Railway Terrace, Railway Place, White Street, Reynard Road.",bw1740,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1902665/oai_set/api_map,1199192,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199192,Melbourne and Metropolitan Board of Works,1911,"Coburg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2471, Municipality of Heidelberg [cartographic material].","Streets shown include Edwin Street, Chingford Street, Sparks Avenue, White Street, Rayment Street, Arthur Street.",bw1835,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911043/oai_set/api_map,1199838,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199838,Melbourne and Metropolitan Board of Works,1914,"Fairfield, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2552, Municipality of Caulfield [cartographic material].","Streets shown include Morton Avenue, Blackwood Street, Hewetts Road, Hewitts Road, Neerim Road, Koornang Road.",bw1885,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911124/oai_set/api_map,1203044,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1203044,Melbourne and Metropolitan Board of Works,1917,"Carnegie, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2865, Municipality of Caulfield [cartographic material].","Streets shown include Doris Street, Dalny Road, Poath Road,  Blythe Street, Kirkham Road, Swan Road.",bw2072,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1947927/oai_set/api_map,1212409,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1212409,Melbourne and Metropolitan Board of Works,1928,"Murrumbeena, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3119, Municipality of Box Hill [cartographic material].","Streets shown include Pine Street, Beech Street, Oak Street, Park Road, Riversdale Road.",bw2243,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1972875/oai_set/api_map,1237605,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1237605,Melbourne and Metropolitan Board of Works.,1927,"Surrey Hills, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3238, Municipality of Moorabbin [cartographic material].","Streets shown include Jasper Road, Mortimer (Mortimore) Street, Fromer Street, McKittrick Road, Porter Road.",bw2305,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1980029/oai_set/api_map,1243334,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1243334,Melbourne and Metropolitan Board of Works.,1935,"Bentleigh, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3449, Municipality of Footscray [cartographic material].","Streets shown include Sunbury (Sunshine) Road, Grainger Road, quarry.",bw2387,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1983116/oai_set/api_map,1248715,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1248715,Melbourne and Metropolitan Board of Works.,1928,"West Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4889, Municipality of Braybrook [cartographic material].","Streets shown include Chicago Street, The Esplanade, Maribyrnong River.",bw2798,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2012680/oai_set/api_map,1286311,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1286311,Melbourne and Metropolitan Board of Works.,1946,"Maribyrnong, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1641, Town of Essendon [cartographic material].","Streets shown include Mt. Alexander Road, Mount Alexander Road, Park Street, Grandison Street, St. James Street, Parry Street.",bw1091,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040463/oai_set/api_map,1184420,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184420,Melbourne and Metropolitan Board of Works.,1905,"Moonee Ponds, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.67 , Kew [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Willsmere Street, Strathalbyn Street, Adeney Avenue, Park Hill Road, A'Beckett Street, Princess Street.",bw2878,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176896/oai_set/api_map,1603511,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1603511,Melbourne and Metropolitan Board of Works.,1933/1950,"Kew, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. [no.14 ], Malvern Hawthorn & Caulfield [cartographic material].","Streets shown include Boundary Streets: Glenferrie Road, Currajong Road, Pleasant Road, Burke Road, Malvern Road, Tooronga Road, Balaclava Road, Kooyong Road.",bw3217,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184626/oai_set/api_map,1605577,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1605577,Melbourne and Metropolitan Board of Works.,1905,"Malvern, Victoria & Hawthorn, Victoria & Caulfield, Victoria",1 map.
